player_id,player_name,team,position,gameweek,opponent_team,was_home,kickoff_time,fixture_id,minutes,goals,assists,yellow_cards,red_cards,own_goals,clean_sheets,saves,penalties_saved,penalties_missed,defensive_contribution,goals_conceded,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,selected,actual_points,calculated_points
1,Raya,Arsenal,GK,21,Liverpool,True,2026-01-08T20:00:00Z,201,90,0,0,0,0,0,1,0,0,0,0,0,0,19,0.00,0.00,0.00,0.36,60,4289085,6,6
1,Raya,Arsenal,GK,22,Nott'm Forest,False,2026-01-17T17:30:00Z,217,90,0,0,0,0,0,1,0,0,0,0,0,0,23,0.00,0.00,0.00,0.34,59,4309674,6,6
1,Raya,Arsenal,GK,23,Man Utd,True,2026-01-25T16:30:00Z,221,90,0,0,0,0,0,0,0,0,0,0,3,0,-3,0.00,0.01,0.01,0.71,59,4268252,1,1
1,Raya,Arsenal,GK,24,Leeds,False,2026-01-31T15:00:00Z,234,90,0,0,0,0,0,1,1,0,0,0,0,0,24,0.00,0.00,0.00,0.15,59,4262493,6,6
1,Raya,Arsenal,GK,25,Sunderland,True,2026-02-07T15:00:00Z,241,90,0,0,0,0,0,1,2,0,0,0,0,1,30,0.00,0.00,0.00,0.19,59,4368114,7,7
1,Raya,Arsenal,GK,26,Brentford,False,2026-02-12T20:00:00Z,252,90,0,0,0,0,0,0,2,0,0,0,1,0,13,0.00,0.00,0.00,1.51,59,4576749,2,2
1,Raya,Arsenal,GK,26,Wolves,False,2026-02-18T20:00:00Z,310,90,0,0,0,0,0,0,0,0,0,0,2,0,-3,0.00,0.00,0.00,0.29,59,4576749,1,1
1,Raya,Arsenal,GK,27,Spurs,False,2026-02-22T16:30:00Z,269,90,0,0,0,0,0,0,4,0,0,0,1,0,18,0.00,0.00,0.00,0.76,60,4494186,3,3
1,Raya,Arsenal,GK,28,Chelsea,True,2026-03-01T16:30:00Z,271,90,0,0,0,0,0,0,4,0,0,0,1,0,12,0.00,0.01,0.01,1.05,60,4419997,3,3
1,Raya,Arsenal,GK,29,Brighton,False,2026-03-04T19:30:00Z,283,90,0,0,0,0,0,1,2,0,0,0,0,1,25,0.00,0.00,0.00,0.82,60,4434286,7,7
1,Raya,Arsenal,GK,30,Everton,True,2026-03-14T17:30:00Z,291,90,0,0,0,0,0,1,3,0,0,0,0,0,28,0.00,0.00,0.00,1.05,60,4525809,7,7
1,Raya,Arsenal,GK,32,Bournemouth,True,2026-04-11T11:30:00Z,311,90,0,0,0,0,0,0,1,0,0,0,2,0,8,0.00,0.00,0.00,1.19,60,4440947,1,1
1,Raya,Arsenal,GK,33,Man City,False,2026-04-19T15:30:00Z,327,90,0,0,0,0,0,0,2,0,0,0,2,0,8,0.00,0.00,0.00,1.36,60,4135968,1,1
1,Raya,Arsenal,GK,34,Newcastle,True,2026-04-25T16:30:00Z,331,90,0,0,0,0,0,1,3,0,0,0,0,3,31,0.00,0.00,0.00,1.00,60,4827695,10,10
1,Raya,Arsenal,GK,35,Fulham,True,2026-05-02T16:30:00Z,341,90,0,0,0,0,0,1,1,0,0,0,0,0,22,0.00,0.00,0.00,0.37,60,4569133,6,6
1,Raya,Arsenal,GK,36,West Ham,False,2026-05-10T15:30:00Z,360,90,0,0,0,0,0,1,3,0,0,0,0,2,29,0.00,0.00,0.00,1.15,61,4628597,9,9
1,Raya,Arsenal,GK,37,Burnley,True,2026-05-18T19:00:00Z,361,90,0,0,0,0,0,1,0,0,0,0,0,0,20,0.00,0.01,0.01,0.19,61,4755793,6,6
